course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,rating,course_document
AI for Business Leaders | Alexander Young | Advanced,AI for Business Leaders,Alexander Young,Advanced,Yes,Yes,59.4,273.92,0.713,26693.0,3.71,Course Name: AI for Business Leaders. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.4. Course Price: 273.92. Feedback Score: 0.713. Enrollment Numbers: 26693.0. Average Rating: 3.71.
Project Management Fundamentals | Olivia Taylor | Intermediate,Project Management Fundamentals,Olivia Taylor,Intermediate,Yes,No,52.69,266.26,0.754,25024.0,3.99,Course Name: Project Management Fundamentals. Instructor: Olivia Taylor. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 52.69. Course Price: 266.26. Feedback Score: 0.754. Enrollment Numbers: 25024.0. Average Rating: 3.99.
Project Management Fundamentals | Prof. Emily Johnson | Advanced,Project Management Fundamentals,Prof. Emily Johnson,Advanced,Yes,Yes,57.02,274.93,0.767,25254.0,3.83,Course Name: Project Management Fundamentals. Instructor: Prof. Emily Johnson. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.02. Course Price: 274.93. Feedback Score: 0.767. Enrollment Numbers: 25254.0. Average Rating: 3.83.
Project Management Fundamentals | Prof. Emily Johnson | Beginner,Project Management Fundamentals,Prof. Emily Johnson,Beginner,Yes,Yes,50.69,248.49,0.763,24691.0,3.92,Course Name: Project Management Fundamentals. Instructor: Prof. Emily Johnson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.69. Course Price: 248.49. Feedback Score: 0.763. Enrollment Numbers: 24691.0. Average Rating: 3.92.
Project Management Fundamentals | Prof. Emily Johnson | Intermediate,Project Management Fundamentals,Prof. Emily Johnson,Intermediate,Yes,Yes,52.11,243.05,0.744,25741.0,4.03,Course Name: Project Management Fundamentals. Instructor: Prof. Emily Johnson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.11. Course Price: 243.05. Feedback Score: 0.744. Enrollment Numbers: 25741.0. Average Rating: 4.03.
Project Management Fundamentals | Sarah Lee | Advanced,Project Management Fundamentals,Sarah Lee,Advanced,Yes,No,56.05,260.71,0.757,27087.0,3.91,Course Name: Project Management Fundamentals. Instructor: Sarah Lee. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 56.05. Course Price: 260.71. Feedback Score: 0.757. Enrollment Numbers: 27087.0. Average Rating: 3.91.
Project Management Fundamentals | Sarah Lee | Beginner,Project Management Fundamentals,Sarah Lee,Beginner,Yes,Yes,50.58,272.3,0.741,28014.0,3.95,Course Name: Project Management Fundamentals. Instructor: Sarah Lee. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.58. Course Price: 272.3. Feedback Score: 0.741. Enrollment Numbers: 28014.0. Average Rating: 3.95.
Project Management Fundamentals | Sarah Lee | Intermediate,Project Management Fundamentals,Sarah Lee,Intermediate,Yes,Yes,52.91,267.12,0.717,24395.0,3.94,Course Name: Project Management Fundamentals. Instructor: Sarah Lee. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.91. Course Price: 267.12. Feedback Score: 0.717. Enrollment Numbers: 24395.0. Average Rating: 3.94.
Project Management Fundamentals | Sophia Anderson | Advanced,Project Management Fundamentals,Sophia Anderson,Advanced,No,Yes,55.41,268.06,0.718,21031.0,3.99,Course Name: Project Management Fundamentals. Instructor: Sophia Anderson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 55.41. Course Price: 268.06. Feedback Score: 0.718. Enrollment Numbers: 21031.0. Average Rating: 3.99.
Project Management Fundamentals | Sophia Anderson | Beginner,Project Management Fundamentals,Sophia Anderson,Beginner,No,Yes,55.07,233.33,0.742,24384.0,3.89,Course Name: Project Management Fundamentals. Instructor: Sophia Anderson. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 55.07. Course Price: 233.33. Feedback Score: 0.742. Enrollment Numbers: 24384.0. Average Rating: 3.89.
Project Management Fundamentals | Sophia Anderson | Intermediate,Project Management Fundamentals,Sophia Anderson,Intermediate,Yes,Yes,51.55,262.29,0.728,27147.0,3.89,Course Name: Project Management Fundamentals. Instructor: Sophia Anderson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.55. Course Price: 262.29. Feedback Score: 0.728. Enrollment Numbers: 27147.0. Average Rating: 3.89.
Project Management Fundamentals | William Thomas | Advanced,Project Management Fundamentals,William Thomas,Advanced,No,No,51.34,269.06,0.747,20116.0,3.88,Course Name: Project Management Fundamentals. Instructor: William Thomas. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: No. Course Duration Hours: 51.34. Course Price: 269.06. Feedback Score: 0.747. Enrollment Numbers: 20116.0. Average Rating: 3.88.
Project Management Fundamentals | William Thomas | Beginner,Project Management Fundamentals,William Thomas,Beginner,Yes,Yes,49.74,264.76,0.743,24926.0,3.95,Course Name: Project Management Fundamentals. Instructor: William Thomas. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.74. Course Price: 264.76. Feedback Score: 0.743. Enrollment Numbers: 24926.0. Average Rating: 3.95.
Project Management Fundamentals | William Thomas | Intermediate,Project Management Fundamentals,William Thomas,Intermediate,No,Yes,53.99,220.84,0.752,25822.0,4.05,Course Name: Project Management Fundamentals. Instructor: William Thomas. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.99. Course Price: 220.84. Feedback Score: 0.752. Enrollment Numbers: 25822.0. Average Rating: 4.05.
Public Speaking Mastery | Alexander Young | Advanced,Public Speaking Mastery,Alexander Young,Advanced,No,No,52.66,238.11,0.743,22889.0,3.96,Course Name: Public Speaking Mastery. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: No. Course Duration Hours: 52.66. Course Price: 238.11. Feedback Score: 0.743. Enrollment Numbers: 22889.0. Average Rating: 3.96.
Public Speaking Mastery | Alexander Young | Beginner,Public Speaking Mastery,Alexander Young,Beginner,No,Yes,54.83,245.92,0.731,25981.0,3.85,Course Name: Public Speaking Mastery. Instructor: Alexander Young. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.83. Course Price: 245.92. Feedback Score: 0.731. Enrollment Numbers: 25981.0. Average Rating: 3.85.
Public Speaking Mastery | Alexander Young | Intermediate,Public Speaking Mastery,Alexander Young,Intermediate,Yes,Yes,50.55,252.87,0.745,26235.0,3.96,Course Name: Public Speaking Mastery. Instructor: Alexander Young. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.55. Course Price: 252.87. Feedback Score: 0.745. Enrollment Numbers: 26235.0. Average Rating: 3.96.
Public Speaking Mastery | Benjamin Lewis | Advanced,Public Speaking Mastery,Benjamin Lewis,Advanced,Yes,Yes,56.27,259.97,0.718,23051.0,3.95,Course Name: Public Speaking Mastery. Instructor: Benjamin Lewis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.27. Course Price: 259.97. Feedback Score: 0.718. Enrollment Numbers: 23051.0. Average Rating: 3.95.
Public Speaking Mastery | Benjamin Lewis | Beginner,Public Speaking Mastery,Benjamin Lewis,Beginner,Yes,Yes,52.21,232.18,0.744,25783.0,3.94,Course Name: Public Speaking Mastery. Instructor: Benjamin Lewis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.21. Course Price: 232.18. Feedback Score: 0.744. Enrollment Numbers: 25783.0. Average Rating: 3.94.
Public Speaking Mastery | Benjamin Lewis | Intermediate,Public Speaking Mastery,Benjamin Lewis,Intermediate,No,Yes,48.77,251.99,0.759,23513.0,3.83,Course Name: Public Speaking Mastery. Instructor: Benjamin Lewis. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 48.77. Course Price: 251.99. Feedback Score: 0.759. Enrollment Numbers: 23513.0. Average Rating: 3.83.
Public Speaking Mastery | Charlotte King | Advanced,Public Speaking Mastery,Charlotte King,Advanced,No,Yes,53.34,264.98,0.739,22316.0,4.12,Course Name: Public Speaking Mastery. Instructor: Charlotte King. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.34. Course Price: 264.98. Feedback Score: 0.739. Enrollment Numbers: 22316.0. Average Rating: 4.12.
Public Speaking Mastery | Charlotte King | Beginner,Public Speaking Mastery,Charlotte King,Beginner,Yes,Yes,59.27,271.6,0.751,25055.0,3.94,Course Name: Public Speaking Mastery. Instructor: Charlotte King. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.27. Course Price: 271.6. Feedback Score: 0.751. Enrollment Numbers: 25055.0. Average Rating: 3.94.
Public Speaking Mastery | Charlotte King | Intermediate,Public Speaking Mastery,Charlotte King,Intermediate,Yes,No,54.85,269.29,0.74,22636.0,3.88,Course Name: Public Speaking Mastery. Instructor: Charlotte King. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 54.85. Course Price: 269.29. Feedback Score: 0.74. Enrollment Numbers: 22636.0. Average Rating: 3.88.
Public Speaking Mastery | Daniel White | Advanced,Public Speaking Mastery,Daniel White,Advanced,Yes,No,53.19,269.19,0.73,25534.0,4.1,Course Name: Public Speaking Mastery. Instructor: Daniel White. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 53.19. Course Price: 269.19. Feedback Score: 0.73. Enrollment Numbers: 25534.0. Average Rating: 4.1.
Public Speaking Mastery | Daniel White | Beginner,Public Speaking Mastery,Daniel White,Beginner,Yes,No,52.98,256.49,0.74,23934.0,4.01,Course Name: Public Speaking Mastery. Instructor: Daniel White. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 52.98. Course Price: 256.49. Feedback Score: 0.74. Enrollment Numbers: 23934.0. Average Rating: 4.01.
Public Speaking Mastery | Daniel White | Intermediate,Public Speaking Mastery,Daniel White,Intermediate,No,Yes,52.7,276.03,0.776,25648.0,3.95,Course Name: Public Speaking Mastery. Instructor: Daniel White. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.7. Course Price: 276.03. Feedback Score: 0.776. Enrollment Numbers: 25648.0. Average Rating: 3.95.
Public Speaking Mastery | David Wilson | Advanced,Public Speaking Mastery,David Wilson,Advanced,Yes,Yes,48.93,275.38,0.708,23591.0,3.87,Course Name: Public Speaking Mastery. Instructor: David Wilson. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.93. Course Price: 275.38. Feedback Score: 0.708. Enrollment Numbers: 23591.0. Average Rating: 3.87.
Public Speaking Mastery | David Wilson | Beginner,Public Speaking Mastery,David Wilson,Beginner,Yes,No,55.68,259.65,0.754,22800.0,3.98,Course Name: Public Speaking Mastery. Instructor: David Wilson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 55.68. Course Price: 259.65. Feedback Score: 0.754. Enrollment Numbers: 22800.0. Average Rating: 3.98.
Public Speaking Mastery | David Wilson | Intermediate,Public Speaking Mastery,David Wilson,Intermediate,No,Yes,51.17,245.17,0.768,24884.0,3.95,Course Name: Public Speaking Mastery. Instructor: David Wilson. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.17. Course Price: 245.17. Feedback Score: 0.768. Enrollment Numbers: 24884.0. Average Rating: 3.95.
Public Speaking Mastery | Dr. John Smith | Advanced,Public Speaking Mastery,Dr. John Smith,Advanced,Yes,Yes,51.77,280.22,0.785,25064.0,4.1,Course Name: Public Speaking Mastery. Instructor: Dr. John Smith. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.77. Course Price: 280.22. Feedback Score: 0.785. Enrollment Numbers: 25064.0. Average Rating: 4.1.
Public Speaking Mastery | Dr. John Smith | Beginner,Public Speaking Mastery,Dr. John Smith,Beginner,No,Yes,52.08,274.55,0.737,23533.0,3.95,Course Name: Public Speaking Mastery. Instructor: Dr. John Smith. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.08. Course Price: 274.55. Feedback Score: 0.737. Enrollment Numbers: 23533.0. Average Rating: 3.95.
Public Speaking Mastery | Dr. John Smith | Intermediate,Public Speaking Mastery,Dr. John Smith,Intermediate,No,Yes,55.39,293.43,0.751,25201.0,3.85,Course Name: Public Speaking Mastery. Instructor: Dr. John Smith. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 55.39. Course Price: 293.43. Feedback Score: 0.751. Enrollment Numbers: 25201.0. Average Rating: 3.85.
Public Speaking Mastery | Dr. Mia Walker | Advanced,Public Speaking Mastery,Dr. Mia Walker,Advanced,No,No,51.89,291.68,0.714,21753.0,3.9,Course Name: Public Speaking Mastery. Instructor: Dr. Mia Walker. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: No. Course Duration Hours: 51.89. Course Price: 291.68. Feedback Score: 0.714. Enrollment Numbers: 21753.0. Average Rating: 3.9.
Public Speaking Mastery | Dr. Mia Walker | Beginner,Public Speaking Mastery,Dr. Mia Walker,Beginner,Yes,Yes,51.05,269.97,0.734,24710.0,3.98,Course Name: Public Speaking Mastery. Instructor: Dr. Mia Walker. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.05. Course Price: 269.97. Feedback Score: 0.734. Enrollment Numbers: 24710.0. Average Rating: 3.98.
Public Speaking Mastery | Dr. Mia Walker | Intermediate,Public Speaking Mastery,Dr. Mia Walker,Intermediate,No,Yes,51.45,240.7,0.747,25629.0,3.89,Course Name: Public Speaking Mastery. Instructor: Dr. Mia Walker. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.45. Course Price: 240.7. Feedback Score: 0.747. Enrollment Numbers: 25629.0. Average Rating: 3.89.
Public Speaking Mastery | Dr. Robert Davis | Advanced,Public Speaking Mastery,Dr. Robert Davis,Advanced,Yes,Yes,56.18,260.9,0.73,24119.0,3.87,Course Name: Public Speaking Mastery. Instructor: Dr. Robert Davis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.18. Course Price: 260.9. Feedback Score: 0.73. Enrollment Numbers: 24119.0. Average Rating: 3.87.
Public Speaking Mastery | Dr. Robert Davis | Beginner,Public Speaking Mastery,Dr. Robert Davis,Beginner,Yes,Yes,57.62,253.85,0.74,23459.0,4.01,Course Name: Public Speaking Mastery. Instructor: Dr. Robert Davis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.62. Course Price: 253.85. Feedback Score: 0.74. Enrollment Numbers: 23459.0. Average Rating: 4.01.
